dia,localidad,provincia,temperaturaMax,horaRegistroTempMac,temperaturaMin,horaRegistroTempMin,precipitacion
2017-10-29,Torla - Dep�sito,Huesca,26.4,14:40,7.7,14:40,0.0
2017-10-29,Benasque,Huesca,21.3,16:30,5.1,16:30,0.0
2017-10-29,Seira,Huesca,21.8,17:00,6.1,17:00,0.0
2017-10-29,Capella,Huesca,19.9,16:00,5.6,16:00,0.0
2017-10-29,Barbastro,Huesca,23.3,17:00,5.8,17:00,0.0
2017-10-29,Sari�ena, Dep�sito agua,Huesca,23.2,17:30,9.7,17:30,0.0
2017-10-29,Huesca Aeropuerto,Huesca,21.8,16:30,9.8,16:30,0.0
2017-10-29,Huesca,Huesca,22.4,15:50,8.7,15:50,0.0
2017-10-29,Lanaja,Huesca,22.0,16:10,11.6,16:10,0.0
2017-10-29,Ballobar,Huesca,22.1,15:10,9.5,15:10,0.0
2017-10-29,Tamarite de Litera,Huesca,22.2,17:00,5.3,17:00,0.0
2017-10-29,Fraga,Huesca,24.3,16:50,11.7,16:50,0.0
2017-10-29,Escorca, Lluc,Illes Balears,18.2,11:50,8.7,11:50,0.0
2017-10-29,Banyalbufar,Illes Balears,22.1,17:20,16.5,17:20,0.0
2017-10-29,Calvi�, Es Capdell�,Illes Balears,25.2,15:20,12.4,15:20,0.0
2017-10-29,Palma, Puerto,Illes Balears,24.3,13:40,16.2,13:40,0.0
2017-10-29,Palma, Universitat,Illes Balears,23.3,12:40,10.9,12:40,0.0
2017-10-29,Sierra de Alfabia, Bunyola,Illes Balears,15.1,14:30,10.5,14:30,0.0
2017-10-29,Marratx�,Illes Balears,22.8,13:20,14.2,13:20,0.0
2017-10-29,Palma de Mallorca, Aeropuerto,Illes Balears,23.0,13:30,11.4,13:30,0.0
2017-10-29,Llucmajor, Cap Blanc,Illes Balears,23.6,16:40,15.7,16:40,0.0
2017-10-29,Llucmajor,Illes Balears,21.7,13:10,12.6,13:10,0.0
2017-10-29,Campos, Can Sion,Illes Balears,23.4,14:50,10.1,14:50,0.0
2017-10-29,Campos, Salines Llevant,Illes Balears,22.5,15:10,10.8,15:10,0.0
2017-10-29,Santany�,Illes Balears,22.5,13:20,14.0,13:20,0.0
2017-10-29,Portocolom,Illes Balears,22.3,13:20,15.1,13:20,0.0
2017-10-29,Son Servera,Illes Balears,21.6,12:40,12.9,12:40,0.0
2017-10-29,Art�,Illes Balears,20.7,13:10,12.4,13:10,0.0
2017-10-29,Art�-Col�nia de Sant Pere,Illes Balears,20.6,01:10,15.5,01:10,0.8
2017-10-29,Muro, S'Albufera,Illes Balears,21.1,12:20,13.4,12:20,0.2
2017-10-29,Manacor,Illes Balears,21.7,13:40,11.9,13:40,0.1
2017-10-29,Sineu,Illes Balears,21.0,12:30,12.5,12:30,0.0
2017-10-29,Santa Mar�a del Cam�,Illes Balears,22.1,16:10,10.9,16:10,0.0
2017-10-29,Binissalem,Illes Balears,21.7,13:00,12.2,13:00,0.0
2017-10-29,Escorca, Son Torrella,Illes Balears,15.8,15:40,9.1,15:40,0.0
2017-10-29,Sa Pobla,Illes Balears,22.2,12:30,12.7,12:30,0.0
2017-10-29,Pollen�a,Illes Balears,22.1,11:30,12.8,11:30,0.0
2017-10-29,Port de Pollen�a,Illes Balears,22.3,12:00,13.5,12:00,0.0
2017-10-29,Es Mercadal,Illes Balears,20.4,00:10,15.6,00:10,0.0
2017-10-29,Ciutadella,Illes Balears,21.1,14:30,15.3,14:30,0.0
2017-10-29,Ciutadella, Cala Galdana,Illes Balears,20.9,00:00,11.5,00:00,0.0
2017-10-29,Menorca, Aeropuerto,Illes Balears,20.9,15:10,13.9,15:10,0.0
2017-10-29,Sant Joan de Labritja,Illes Balears,22.0,14:40,12.1,14:40,0.0
2017-10-29,Ibiza, Aeropuerto,Illes Balears,21.9,13:50,14.7,13:50,0.0
2017-10-29,Eivissa,Illes Balears,22.8,13:30,14.5,13:30,0.0
2017-10-29,Formentera,Illes Balears,25.6,12:30,15.6,12:30,0.0
2017-10-29,Baeza,Ja�n,28.0,16:40,14.0,16:40,0.0
2017-10-29,Torres,Ja�n,25.6,16:40,13.7,16:40,0.0
2017-10-29,Villanueva del Arzobispo,Ja�n,27.1,18:40,10.0,18:40,0.0
2017-10-29,Santa Elena,Ja�n,23.6,16:30,13.7,16:30,0.2
2017-10-29,Ja�n,Ja�n,26.5,16:20,15.0,16:20,0.0
2017-10-29,Linares,Ja�n,26.8,15:50,15.2,15:50,0.0
2017-10-29,Bail�n,Ja�n,28.8,15:20,11.9,15:20,0.8
2017-10-29,Alcal� La Real,Ja�n,26.3,13:40,12.6,13:40,0.2
2017-10-29,Valdezcaray, estaci�n de esqu�,La Rioja,7.9,02:10,3.0,02:10,0.0
2017-10-29,Haro,La Rioja,17.8,15:50,10.2,15:50,0.0
2017-10-29,Anguiano,La Rioja,13.6,15:00,6.2,15:00,0.0
2017-10-29,N�jera,La Rioja,17.7,16:10,9.6,16:10,0.0
2017-10-29,Cenicero,La Rioja,18.2,16:10,11.3,16:10,0.0
2017-10-29,Enciso,La Rioja,15.6,15:50,7.4,15:50,0.0
2017-10-29,Alfaro,La Rioja,19.6,14:10,12.0,14:10,0.8
2017-10-29,T�as,Las Palmas,28.4,14:00,18.7,14:00,0.3
2017-10-29,Yaiza Playa Blanca,Las Palmas,27.7,00:20,21.0,00:20,0.0
2017-10-29,Lanzarote Aeropuerto,Las Palmas,28.8,13:50,18.9,13:50,0.2
2017-10-29,Har�a,Las Palmas,27.5,14:00,18.1,14:00,0.0
2017-10-29,Tinajo,Las Palmas,30.2,15:40,19.1,15:40,0.0
2017-10-29,P�jara,Las Palmas,30.5,13:10,24.0,13:10,0.0
2017-10-29,Tuineje,Puerto Gran Tarajal,Las Palmas,29.3,15:50,22.8,15:50,0.0
2017-10-29,Fuerteventura Aeropuerto,Las Palmas,26.7,14:20,21.4,14:20,0.0
2017-10-29,La Oliva,Las Palmas,28.1,15:10,19.6,15:10,0.0
2017-10-29,La Oliva, Puerto de Corralejo,Las Palmas,25.1,00:10,21.7,00:10,0.0
2017-10-29,Vega de San Mateo,Las Palmas,21.2,14:10,13.4,14:10,0.0
2017-10-29,Tejeda, Cruz de Tejeda,Las Palmas,22.6,15:00,15.3,15:00,0.0
2017-10-29,Agaete,Las Palmas,29.0,15:00,23.5,15:00,0.0
2017-10-29,La Aldea de San Nicol�s,Las Palmas,29.3,13:50,17.7,13:50,0.0
2017-10-29,San Bartolome Tirajana, Cuevas del Pinar,Las Palmas,22.2,14:00,17.7,14:00,0.0
2017-10-29,San Bartolome Tirajana, Lomo Pedro Alfonso,Las Palmas,27.6,14:40,21.0,14:40,0.0
2017-10-29,La Aldea de San Nicol�s, Tasarte,Las Palmas,30.4,12:20,22.2,12:20,0.0
2017-10-29,Mog�n, Puerto Rico,Las Palmas,30.6,12:20,22.4,12:20,0.0
2017-10-29,San Bartolome Tirajana, Las Tirajanas,Las Palmas,26.0,14:10,17.8,14:10,0.0
2017-10-29,Maspalomas, C. Insular Turismo,Las Palmas,29.6,00:20,22.3,00:20,0.0
2017-10-29,San Bartolome Tirajana, El Matorral,Las Palmas,28.5,14:30,23.0,14:30,0.0
2017-10-29,Ag�imes,Las Palmas,28.8,15:00,22.6,15:00,0.0
2017-10-29,Telde, Centro Forestal Doramas,Las Palmas,27.7,12:50,21.0,12:50,0.0
2017-10-29,Gran Canaria Aeropuerto,Las Palmas,27.9,12:20,22.5,12:20,0.0
2017-10-29,Telde, Melenara,Las Palmas,28.1,12:50,19.8,12:50,0.0
2017-10-29,Teror,Las Palmas,28.7,14:00,16.9,14:00,0.0
2017-10-29,Las Palmas de Gran Canaria, Tafira,Las Palmas,27.6,13:10,20.1,13:10,0.0
2017-10-29,Las Palmas de Gran Canaria, San Cristobal,Las Palmas,30.5,13:10,21.3,13:10,0.0
2017-10-29,Las Palmas de Gran Canaria, Pl. de la Feria,Las Palmas,28.7,12:50,22.4,12:50,0.0
2017-10-29,Valleseco,Las Palmas,27.2,14:00,17.8,14:00,0.0
2017-10-29,Arucas,Las Palmas,30.4,15:00,21.8,15:00,0.0
2017-10-29,Maspalomas,Las Palmas,29.1,00:20,20.6,00:20,0.0
2017-10-29,Teguise,Las Palmas,28.2,11:20,20.6,11:20,0.0
2017-10-29,Posada de Valde�n, Soto,Le�n,15.5,15:50,4.9,15:50,0.0
2017-10-29,Villablino,Le�n,26.0,15:20,3.4,15:20,0.0
2017-10-29,Ponferrada,Le�n,27.1,18:10,6.2,18:10,0.0
2017-10-29,Vega de Espinareda,Le�n,28.3,16:40,6.7,16:40,0.0
2017-10-29,Ria�o,Le�n,20.7,14:20,7.3,14:20,0.0
2017-10-29,Cubillas de Rueda,Le�n,21.5,16:50,1.3,16:50,0.0
2017-10-29,Le�n, Virgen del Camino,Le�n,20.5,17:20,6.7,17:20,0.0
2017-10-29,Valencia de Don Juan,Le�n,21.2,17:20,3.6,17:20,0.0
2017-10-29,Barrios de Luna, Mi�era,Le�n,21.5,14:40,10.1,14:40,0.0
2017-10-29,Quintana del Castillo, Villameca,Le�n,22.1,16:00,3.9,16:00,0.0
2017-10-29,Astorga,Le�n,22.2,15:50,4.7,15:50,0.0
2017-10-29,Bustillo del P�ramo,Le�n,20.4,17:10,2.6,17:10,0.0
2017-10-29,Martinet,Lleida,22.1,15:30,4.2,15:30,0.0
2017-10-29,La Seu d'Urgell,Lleida,24.5,16:10,5.0,16:10,0.0
2017-10-29,Josa i Tuix�n,Lleida,20.6,15:30,4.7,15:30,0.0
2017-10-29,Coll de Narg�,Lleida,19.0,15:40,7.9,15:40,0.0
2017-10-29,Tor�,Lleida,19.6,16:10,5.0,16:10,0.0
2017-10-29,Artesa de Segre,Lleida,20.0,16:50,5.3,16:50,0.0
2017-10-29,Talarn,Lleida,22.6,15:10,11.1,15:10,0.0
2017-10-29,Llimiana,Lleida,22.5,14:40,8.6,14:40,0.0
2017-10-29,Granyanella,Lleida,19.1,16:30,9.5,16:30,0.0
2017-10-29,T�rrega,Lleida,19.2,16:00,7.1,16:00,0.0
2017-10-29,Os de Balaguer,Lleida,20.2,16:50,6.7,16:50,0.0
2017-10-29,Mollerussa,Lleida,21.5,16:20,8.2,16:20,0.0
2017-10-29,Vall de Bo�,Lleida,21.6,15:30,3.7,15:30,0.0
2017-10-29,Lleida,Lleida,23.1,17:20,8.0,17:20,0.0
2017-10-29,La Pobla de C�rvoles,Lleida,19.7,16:10,10.1,16:10,0.0
2017-10-29,El Soler�s,Lleida,21.5,16:50,11.0,16:50,0.0
2017-10-29,Naut Aran, Arties,Lleida,17.9,14:40,6.2,14:40,0.0
2017-10-29,Boss�st,Lleida,16.6,14:30,7.3,14:30,0.0
2017-10-29,Cervantes,Lugo,22.4,17:00,10.2,17:00,0.0
2017-10-29,Ribadeo,Lugo,18.3,12:40,13.5,12:40,0.0
2017-10-29,Mondo�edo,Lugo,17.7,16:10,15.5,16:10,0.0
2017-10-29,Burela,Lugo,18.6,12:00,16.5,12:00,0.0
2017-10-29,Lugo Aeropuerto,Lugo,20.3,15:20,9.8,15:20,0.0
2017-10-29,Lugo,Lugo,20.4,14:40,12.0,14:40,0.0
2017-10-29,O P�ramo,Lugo,22.3,16:00,9.4,16:00,0.0
2017-10-29,Becerre�,Lugo,19.1,15:30,9.9,15:30,0.0
2017-10-29,O Savi�ao,Lugo,22.0,16:40,11.1,16:40,0.0
2017-10-29,Folgoso do Courel,Lugo,22.2,17:40,7.9,17:40,0.0
2017-10-29,Monforte de Lemos,Lugo,26.9,17:00,5.0,17:00,0.0
2017-10-29,Puerto de Navacerrada,Madrid,16.2,14:10,6.3,14:10,0.0
2017-10-29,Aranjuez,Madrid,25.1,16:30,6.5,16:30,0.0
2017-10-29,Rascafr�a,Madrid,24.3,15:20,3.5,15:20,0.0
2017-10-29,Buitrago del Lozoya,Madrid,22.8,14:40,6.6,14:40,0.0
2017-10-29,Somosierra,Madrid,15.1,16:10,5.3,16:10,0.0
2017-10-29,Madrid, El Goloso,Madrid,21.2,17:00,7.6,17:00,0.0
2017-10-29,Madrid Aeropuerto,Madrid,23.8,16:40,8.3,16:40,0.0
2017-10-29,Alcala de Henares,Madrid,23.5,16:30,9.8,16:30,0.0
2017-10-29,Arganda del Rey,Madrid,24.4,16:50,6.1,16:50,0.0
2017-10-29,Colmenar Viejo,Madrid,20.1,16:10,9.7,16:10,0.0
2017-10-29,Madrid, Ciudad Universitaria,Madrid,23.6,16:20,6.8,16:20,0.0
2017-10-29,Pozuelo de Alarc�n,Madrid,24.4,17:30,5.2,17:30,0.0
2017-10-29,Madrid, Retiro,Madrid,22.2,15:50,12.3,15:50,0.0
2017-10-29,Tielmes,Madrid,23.1,15:50,11.8,15:50,0.0
2017-10-29,Puerto Alto del Le�n,Madrid,14.5,00:10,4.2,00:10,0.0
2017-10-29,Alpedrete,Madrid,24.5,14:50,10.6,14:50,0.0
2017-10-29,Rozas de Puerto Real,Madrid,22.5,17:30,12.6,17:30,0.0
2017-10-29,Robledo de Chavela,Madrid,23.4,16:30,8.7,16:30,0.0
2017-10-29,Valdemorillo,Madrid,23.0,16:30,9.5,16:30,0.0
2017-10-29,Ronda Instituto,M�laga,27.0,14:40,14.3,14:40,0.0
2017-10-29,Cortes de la Frontera,M�laga,21.6,12:00,10.2,12:00,0.0
2017-10-29,Alpandeire,M�laga,25.7,14:30,15.2,14:30,0.0
2017-10-29,Estepona,M�laga,22.0,15:20,13.3,15:20,0.0
2017-10-29,Benahavis,M�laga,20.1,14:00,14.1,14:00,0.0
2017-10-29,Marbella, Puerto,M�laga,20.4,18:00,14.4,18:00,0.0
2017-10-29,Marbella,M�laga,21.6,17:10,15.8,17:10,0.0
2017-10-29,Fuengirola,M�laga,21.6,16:30,14.8,16:30,0.0
2017-10-29,Torremolinos,M�laga,22.4,17:00,13.0,17:00,0.0
2017-10-29,�lora,M�laga,23.4,15:40,13.5,15:40,0.0
2017-10-29,Co�n,M�laga,24.4,14:40,13.9,14:40,0.0
2017-10-29,M�laga Aeropuerto,M�laga,23.1,16:00,11.6,16:00,0.0
2017-10-29,M�laga, Centro Meteorol�gico,M�laga,23.6,14:20,12.5,14:20,0.0
2017-10-29,M�laga, Puerto,M�laga,22.1,16:20,15.6,16:20,0.0
2017-10-29,Rincon de la Victoria,M�laga,25.0,16:50,15.2,16:50,0.0
2017-10-29,V�lez-M�laga,M�laga,24.3,13:30,12.5,13:30,0.0
2017-10-29,Algarrobo,M�laga,22.9,14:10,12.6,14:10,0.0
2017-10-29,Nerja,M�laga,22.2,13:30,15.3,13:30,0.0
2017-10-29,Fuente de Piedra,M�laga,23.7,15:10,8.2,15:10,0.0
2017-10-29,Melilla,Melilla,22.0,15:20,16.3,15:20,0.0
2017-10-29,�guilas,Murcia,25.2,12:00,16.5,12:00,0.0
2017-10-29,Mazarr�n,Murcia,25.8,13:20,14.8,13:20,0.0
2017-10-29,Cartagena,Murcia,25.1,14:10,13.2,14:10,0.0
2017-10-29,Fuente �lamo de Murcia,Murcia,25.6,14:20,14.2,14:20,0.0
2017-10-29,Torre-Pacheco,Murcia,25.2,15:00,12.9,15:00,0.0
2017-10-29,San Javier Aeropuerto,Murcia,24.9,15:10,14.8,15:10,0.0
2017-10-29,Moratalla,Murcia,20.7,14:50,10.1,14:50,0.0
2017-10-29,Caravaca de La Cruz,Murcia,23.0,15:10,9.7,15:10,0.0
2017-10-29,Calasparra,Murcia,24.1,15:50,11.2,15:50,0.0
2017-10-29,Bullas,Murcia,22.3,15:30,14.0,15:30,0.0
2017-10-29,Jumilla,Murcia,23.5,15:10,8.2,15:10,0.0
2017-10-29,Cieza,Murcia,23.9,16:00,11.1,16:00,0.0
2017-10-29,Archena,Murcia,26.3,16:00,12.6,16:00,0.0
2017-10-29,Mula,Murcia,24.3,16:40,14.6,16:40,0.0
2017-10-29,Murcia,Murcia,26.6,15:50,14.3,15:50,0.0
2017-10-29,Caravaca de La Cruz, Los Royos,Murcia,20.8,15:20,9.0,15:20,0.0
2017-10-29,Lorca, Zarcilla de Ramos,Murcia,23.3,14:20,10.7,14:20,0.0
2017-10-29,Lorca,Murcia,25.2,17:10,12.7,17:10,0.0
2017-10-29,Puerto Lumbreras,Murcia,23.7,14:50,14.9,14:50,0.0
2017-10-29,Totana,Murcia,24.6,15:40,14.7,15:40,0.0
2017-10-29,Alhama de Murcia,Murcia,24.3,16:10,13.2,16:10,0.0
2017-10-29,Molina de Segura,Murcia,24.6,16:10,13.4,16:10,0.0
2017-10-29,Abanilla,Murcia,24.8,14:30,12.8,14:30,0.0
2017-10-29,Yecla,Murcia,22.6,16:40,8.8,16:40,0.0
2017-10-29,Baztan, Irurita,Navarra,16.9,16:40,5.9,16:40,0.0
2017-10-29,Bera,Navarra,17.3,14:20,8.2,14:20,0.0
2017-10-29,Areso,Navarra,14.3,16:10,9.5,16:10,0.0
2017-10-29,Los Arcos,Navarra,19.4,16:00,9.3,16:00,0.0
2017-10-29,Isaba/Izaba,Navarra,16.0,12:50,8.5,12:50,0.0
2017-10-29,Oroz-Betelu/Orotz-Betelu,Navarra,13.7,14:30,10.3,14:30,0.0
2017-10-29,Roncesvalles,Navarra,9.9,00:00,6.8,00:00,0.0
2017-10-29,Navascu�s/Nabaskoze,Navarra,18.9,15:10,5.2,15:10,0.0
2017-10-29,C�seda,Navarra,18.2,13:40,11.9,13:40,0.0
2017-10-29,Olite/Erriberri,Navarra,17.2,16:10,11.7,16:10,0.0
2017-10-29,Esteribar, Eugui,Navarra,14.2,15:30,7.4,15:30,0.0
2017-10-29,Monreal/Elo,Navarra,14.9,16:20,9.7,16:20,0.0
2017-10-29,Pamplona Aeropuerto,Navarra,16.4,14:50,10.3,14:50,0.0
2017-10-29,Aranguren, Ilundain,Navarra,15.6,15:10,9.7,15:10,0.0
2017-10-29,Irurtzun,Navarra,15.5,16:10,11.1,16:10,0.0
2017-10-29,Larraga,Navarra,17.9,15:20,10.1,15:20,0.0
2017-10-29,Bardenas Reales, Base A�rea,Navarra,19.0,15:40,12.6,15:40,0.0
2017-10-29,Monteagudo,Navarra,18.7,14:40,12.6,14:40,0.0
2017-10-29,Tudela,Navarra,19.2,16:00,12.6,16:00,0.0
2017-10-29,Luzaide/Valcarlos,Navarra,14.3,16:00,9.4,16:00,0.0
2017-10-29,O Barco de Valdeorras,Ourense,22.6,18:20,6.6,18:20,0.0
2017-10-29,A Pobra de Trives,Ourense,23.6,15:30,10.2,15:30,0.0
2017-10-29,Ourense,Ourense,27.2,17:50,8.3,17:50,0.0
2017-10-29,Beariz,Ourense,26.8,15:00,11.0,15:00,0.0
2017-10-29,Carballi�o, O,Ourense,26.4,17:20,6.8,17:20,0.0
2017-10-29,Ribadavia,Ourense,27.1,17:20,7.6,17:20,0.0
2017-10-29,Allariz,Ourense,23.9,18:10,5.2,18:10,0.0
2017-10-29,Xinzo de Limia,Ourense,24.6,17:00,1.0,17:00,0.0
2017-10-29,Mui�os,Ourense,23.8,17:40,10.2,17:40,0.0
2017-10-29,A Gudi�a,Ourense,22.0,16:30,9.6,16:30,0.0
2017-10-29,Ver�n,Ourense,25.4,16:30,4.5,16:30,0.0
2017-10-29,Cervera de Pisuerga,Palencia,20.8,14:40,7.1,14:40,0.7
2017-10-29,Aguilar de Campoo,Palencia,15.4,15:50,6.8,15:50,0.8
2017-10-29,Villaeles de Valdavia,Palencia,16.9,16:20,3.5,16:20,0.4
2017-10-29,Velilla del R�o Carri�n, Camporredondo de Alba,Palencia,20.1,16:00,8.9,16:00,0.0
2017-10-29,Carri�n de los Condes,Palencia,18.5,16:00,2.5,16:00,0.0
2017-10-29,Autilla del Pino,Palencia,17.8,14:40,7.9,14:40,0.0
2017-10-29,Palencia,Palencia,18.8,15:20,8.5,15:20,1.2
2017-10-29,Santerv�s de la Vega, Villap�n,Palencia,17.9,14:00,4.7,14:00,0.0
2017-10-29,Silleda,Pontevedra,27.6,15:50,13.5,15:50,0.0
2017-10-29,A Estrada,Pontevedra,25.7,16:30,10.7,16:30,0.0
2017-10-29,Vilagarc�a de Arousa,Pontevedra,27.8,17:20,13.4,17:20,0.4
2017-10-29,Pontevedra,Pontevedra,27.4,14:40,14.1,14:40,0.0
2017-10-29,A Lama,Pontevedra,27.5,15:20,19.0,15:20,0.0
2017-10-29,Vigo Aeropuerto,Pontevedra,29.3,16:10,14.9,16:10,0.0
2017-10-29,Vigo,Pontevedra,29.3,15:50,18.5,15:50,0.0
2017-10-29,A Ca�iza,Pontevedra,25.6,16:20,12.8,16:20,0.0
2017-10-29,Ponteareas, Canedo,Pontevedra,29.7,17:20,10.1,17:20,0.0
2017-10-29,O Rosal,Pontevedra,29.3,16:40,18.4,16:40,0.0
2017-10-29,La Covatilla, estaci�n de esqu�,Salamanca,15.2,15:40,8.8,15:40,0.0
2017-10-29,Pedrosillo de Los Aires,Salamanca,18.8,17:40,7.5,17:40,0.6
2017-10-29,Pedraza de Alba,Salamanca,18.7,17:50,6.8,17:50,0.0
2017-10-29,Salamanca Aeropuerto,Salamanca,20.8,17:00,4.1,17:00,0.0
2017-10-29,Salamanca,Salamanca,22.4,16:40,7.3,16:40,0.0
2017-10-29,Barbadillo,Salamanca,21.0,17:20,7.7,17:20,0.0
2017-10-29,Ledesma,Salamanca,20.7,17:20,5.7,17:20,0.0
2017-10-29,Villarino de los Aires,Salamanca,23.5,17:40,7.6,17:40,0.0
2017-10-29,Boadilla Fuente San Esteban,Salamanca,20.8,17:00,9.0,17:00,0.0
2017-10-29,Vitigudino,Salamanca,22.2,17:20,8.7,17:20,0.0
2017-10-29,El Ma�llo,Salamanca,19.5,15:10,12.0,15:10,0.0
2017-10-29,Ba�ob�rez,Salamanca,21.3,16:00,10.6,16:00,0.0
2017-10-29,Navasfr�as,Salamanca,21.7,16:10,2.4,16:10,0.0
2017-10-29,El Bod�n Base A�rea,Salamanca,21.1,15:20,8.8,15:20,0.0
2017-10-29,Saelices El Chico,Salamanca,22.4,15:40,11.5,15:40,0.0
2017-10-29,Fresno de Cantespino,Segovia,19.5,17:20,3.7,17:20,0.0
2017-10-29,Aldeanueva de Serrezuela,Segovia,16.9,15:30,6.4,15:30,0.0
2017-10-29,La Pinilla, estaci�n de esqu�,Segovia,14.7,14:20,6.3,14:20,0.0
2017-10-29,Pedraza,Segovia,18.2,17:00,4.5,17:00,0.0
2017-10-29,Cu�llar,Segovia,21.2,14:50,2.3,14:50,0.0
2017-10-29,Segovia,Segovia,18.1,17:30,6.0,17:30,0.0
2017-10-29,San Rafael,Segovia,15.9,16:50,5.1,16:50,0.0
2017-10-29,Miguela�ez,Segovia,19.5,16:40,5.6,16:40,0.0
2017-10-29,La Roda de Andaluc�a,Sevilla,26.1,15:40,10.6,15:40,0.0
2017-10-29,Lora de Estepa,Sevilla,25.8,14:10,12.6,14:10,0.0
2017-10-29,�cija,Sevilla,29.8,16:40,8.9,16:40,0.0
2017-10-29,La Puebla de los Infantes,Sevilla,29.2,16:20,8.1,16:20,0.0
2017-10-29,Fuentes de Andaluc�a,Sevilla,30.5,17:30,14.0,17:30,0.0
2017-10-29,Carmona,Sevilla,31.2,18:00,12.5,18:00,0.0
2017-10-29,Guadalcanal,Sevilla,26.8,16:50,16.1,16:50,0.0
2017-10-29,Almad�n de la Plata,Sevilla,30.7,16:20,16.4,16:20,0.0
2017-10-29,Sevilla Aeropuerto,Sevilla,31.6,18:10,12.9,18:10,0.0
2017-10-29,Sevilla, Tablada,Sevilla,31.9,16:50,13.1,16:50,0.0
2017-10-29,Mor�n de la Frontera,Sevilla,30.8,16:50,11.3,16:50,0.0
2017-10-29,Carri�n de los C�spedes,Sevilla,30.1,17:00,12.0,17:00,0.0
2017-10-29,Las Cabezas de San Juan,Sevilla,28.5,16:00,12.7,16:00,0.0
2017-10-29,Osuna,Sevilla,28.4,16:50,15.1,16:50,0.0
2017-10-29,Vinuesa, Quintanarejo,Soria,15.7,14:50,5.2,14:50,0.0
2017-10-29,La P�veda de Soria, Barriomart�n,Soria,13.3,14:40,6.9,14:40,0.0
2017-10-29,Soria,Soria,18.8,15:50,8.6,15:50,0.0
2017-10-29,Lubia,Soria,18.1,16:10,4.4,16:10,0.0
2017-10-29,Mor�n de Almaz�n,Soria,18.5,16:10,2.4,16:10,0.0
2017-10-29,La Riba de Escalote,Soria,18.8,16:40,5.4,16:40,0.0
2017-10-29,Ucero,Soria,21.3,17:20,0.2,17:20,0.0
2017-10-29,Burgo de Osma,Soria,20.5,17:30,0.9,17:30,0.0
2017-10-29,Liceras,Soria,17.5,17:10,5.5,17:10,0.0
2017-10-29,�lvega,Soria,15.4,16:40,7.9,16:40,0.0
2017-10-29,San Pedro Manrique,Soria,14.2,16:50,9.4,16:50,0.0
2017-10-29,Arcos de Jal�n,Soria,18.5,14:10,4.9,14:10,0.0
2017-10-29,Almazul,Soria,16.5,16:30,7.4,16:30,0.0
2017-10-29,Puntagorda,Santa Cruz de Tenerife,29.5,15:50,20.0,15:50,0.0
2017-10-29,Tijarafe,Santa Cruz de Tenerife,28.3,15:20,20.6,15:20,0.0
2017-10-29,El Paso,Santa Cruz de Tenerife,28.4,15:30,16.6,15:30,0.0
2017-10-29,Fuencaliente,Santa Cruz de Tenerife,28.6,13:40,22.6,13:40,0.0
2017-10-29,Tazacorte,Santa Cruz de Tenerife,29.3,16:00,21.8,16:00,0.0
2017-10-29,La Palma Aeropuerto,Santa Cruz de Tenerife,27.4,14:40,22.6,14:40,0.0
2017-10-29,San Andr�s y Sauces,Santa Cruz de Tenerife,26.8,15:10,19.2,15:10,0.0
2017-10-29,Vallehermoso, Alto Igualero,Santa Cruz de Tenerife,20.9,17:20,16.3,17:20,0.0
2017-10-29,Agulo,Santa Cruz de Tenerife,28.3,13:30,20.6,13:30,0.0
2017-10-29,Vallehermoso, Dama,Santa Cruz de Tenerife,28.7,12:10,19.5,12:10,0.0
2017-10-29,Hermigua,Santa Cruz de Tenerife,29.7,13:40,19.2,13:40,0.0
2017-10-29,San Sebasti�n de la Gomera,Santa Cruz de Tenerife,29.4,12:10,22.6,12:10,0.0
2017-10-29,La Orotava, Ca�adas Teide,Santa Cruz de Tenerife,19.3,11:40,8.1,11:40,0.0
2017-10-29,Adeje,Santa Cruz de Tenerife,31.7,14:30,20.8,14:30,0.0
2017-10-29,Arico,Santa Cruz de Tenerife,28.5,13:20,20.9,13:20,0.0
2017-10-29,Tenerife Sur Aeropuerto,Santa Cruz de Tenerife,32.3,14:00,24.2,14:00,0.0
2017-10-29,Iza�a,Santa Cruz de Tenerife,16.5,12:20,9.0,12:20,0.0
2017-10-29,Candelaria,Santa Cruz de Tenerife,25.8,13:10,20.1,13:10,0.0
2017-10-29,G��mar,Santa Cruz de Tenerife,28.1,12:50,20.0,12:50,0.0
2017-10-29,San Crist�bal de La Laguna,Llano de los Loros,Santa Cruz de Tenerife,27.3,16:10,17.0,16:10,0.0
2017-10-29,Tenerife Norte Aeropuerto,Santa Cruz de Tenerife,27.8,16:20,19.3,16:20,0.0
2017-10-29,Sta.Cruz de Tenerife,Santa Cruz de Tenerife,28.9,13:30,21.9,13:30,0.0
2017-10-29,Anaga,Santa Cruz de Tenerife,29.1,13:20,20.7,13:20,0.0
2017-10-29,La Victoria de Acentejo,Santa Cruz de Tenerife,30.2,16:40,19.8,16:40,0.0
2017-10-29,Tacoronte,Santa Cruz de Tenerife,32.2,16:40,23.5,16:40,0.0
2017-10-29,Puerto de la Cruz,Santa Cruz de Tenerife,29.3,16:50,22.9,16:50,0.0
2017-10-29,Los Silos,Santa Cruz de Tenerife,29.5,13:30,18.4,13:30,0.0
2017-10-29,El Pinar, Dep�sito,Santa Cruz de Tenerife,23.5,17:30,16.4,17:30,0.0
